,LowLevel,MidLevel,HighLevel,freq_low,freq_mid,freq_high
2223,steering__,human-computer interaction_,end users and user experience,1,998,1397
2224,steganography__,security_,technology,2,97,3706
2225,stem__,education_,industries,10,627,3116
2226,stereo image processing__,computer vision_,technology,130,1005,3706
2227,stereochemistry__,chemical_,industries,1,152,3116
2228,stereoselectivity__,chemical_,industries,1,152,3116
2229,stiffness__,engineering_,technology,2,229,3706
2230,stochastic processes__,artificial intelligence_,technology,1,771,3706
2231,stochastic systems__,artificial intelligence_,technology,3,771,3706
2232,storage as a service__,integration_,business,1,10,806
2233,storage management__,data_,technology,7,654,3706
2234,storms__,farming and natural science_,industries,3,107,3116
2235,strain gauges__,sensors_,technology,2,235,3706
2236,strain sensors__,sensors_,technology,1,235,3706
2237,strategic planning__,business planning and management_,business,2,172,806
2238,stray light__,input_,technology,1,1224,3706
2239,street lighting__,smart cities_,use cases,1,61,1287
2240,street traffic control__,navigation_,use cases,22,178,1287
2241,stress-strain curves__,manufacturing_,industries,1,564,3116
2242,stresses__,wearables_,displays,2,492,819
2243,structural engineering computing__,engineering_,technology,12,229,3706
2244,structures__,construction_,industries,1,112,3116
2245,student experiments__,education_,industries,11,627,3116
2246,students__,users_,end users and user experience,64,83,1397
2247,studios__,users_,end users and user experience,5,83,1397
2248,subjective testing__,human factors_,end users and user experience,1,441,1397
2249,subscriber loops__,security_,technology,1,97,3706
2250,substation automation__,power and energy_,industries,1,134,3116
2251,substations__,power and energy_,industries,2,134,3116
2252,substrates__,chemical_,industries,2,152,3116
2253,supercomputers__,artificial intelligence_,technology,1,771,3706
2254,superluminescent diodes__,display technology_,displays,1,247,819
2255,superpixels__,graphics_,technology,1,950,3706
2256,supervised learning__,artificial intelligence_,technology,2,771,3706
2257,supply chain management__,logistics_,business,5,32,806
2258,supply chains__,business planning and management_,business,4,172,806
2259,support vector machines__,artificial intelligence_,technology,14,771,3706
2260,supports__,medical_,industries,1,725,3116
2261,surface charging__,chemical_,industries,1,152,3116
2262,surface discharges__,chemical_,industries,13,152,3116
2263,surface properties__,chemical_,industries,1,152,3116
2264,surface reconstruction__,graphics_,technology,4,950,3706
2265,surface roughness__,engineering_,technology,1,229,3706
2266,surface topography__,geospatial_,technology,1,179,3706
2267,surfaces__,simulation_,use cases,1,138,1287
2268,surgery__,medical_,industries,111,725,3116
2269,surgical equipment__,medical_,industries,10,725,3116
2270,surveillance__,security_,technology,2,97,3706
2271,surveying__,geospatial_,technology,4,179,3706
2272,surveys__,"inspection, safety and quality_",use cases,44,246,1287
2273,sustainable development__,policy_,business,8,273,806
2274,swarm intelligence__,artificial intelligence_,technology,1,771,3706
2275,switches__,human factors_,end users and user experience,1,441,1397
2276,switchgear insulation__,power and energy_,industries,1,134,3116
2277,switching substations__,power and energy_,industries,1,134,3116
2278,synchronization__,input_,technology,13,1224,3706
2279,synthetic aperture radar__,sensors_,technology,1,235,3706
2280,synthetic apertures__,video_,technology,1,142,3706
2281,system documentation__,developers_,technology,1,541,3706
2282,system monitoring__,"inspection, safety and quality_",use cases,1,246,1287
2283,system stability__,"inspection, safety and quality_",use cases,1,246,1287
2284,system-on-chip__,semiconductors_,technology,4,234,3706
2285,systematic errors__,"inspection, safety and quality_",use cases,1,246,1287
2286,systems analysis__,engineering_,technology,3,229,3706
2287,systems engineering__,engineering_,technology,5,229,3706
2288,table lookup__,data_,technology,2,654,3706
2289,tactile sensors__,input_,technology,1,1224,3706
2290,tall buildings__,construction_,industries,1,112,3116
2291,tantalum compounds__,chemical_,industries,1,152,3116
2292,tar__,human-computer interaction_,end users and user experience,4,998,1397
2293,target tracking__,computer vision_,technology,17,1005,3706
2294,task analysis__,human factors_,end users and user experience,1,441,1397
2295,taxicabs__,automotive_,industries,1,149,3116
2296,taxonomies__,developers_,technology,3,541,3706
2297,taylor series__,data_,technology,1,654,3706
2298,teacher training__,training_,use cases,2,633,1287
2299,teaching__,education_,industries,204,627,3116
2300,team working__,collaboration_,use cases,6,146,1287
2301,technical drawing__,engineering_,technology,1,229,3706
2302,technical presentation__,training_,use cases,1,633,1287
2304,technology acceptance model__,human factors_,end users and user experience,3,441,1397
2305,technology management__,business planning and management_,business,11,172,806
2306,technology transfer__,business performance metrics_,business,4,242,806
2303,technology__,human-computer interaction_,end users and user experience,1,998,1397
2307,tectonics__,geospatial_,technology,1,179,3706
2308,telecommunication computing__,telecommunication_,industries,9,912,3116
2309,telecommunication congestion control__,telecommunication_,industries,1,912,3116
2310,telecommunication control__,telecommunication_,industries,1,912,3116
2311,telecommunication engineering education__,education_,industries,1,627,3116
2312,telecommunication equipment__,telecommunication_,industries,4,912,3116
2313,telecommunication industry__,telecommunication_,industries,1,912,3116
2314,telecommunication network management__,networks_,technology,1,509,3706
2315,telecommunication network reliability__,telecommunication_,industries,3,912,3116
2316,telecommunication network routing__,networks_,technology,3,509,3706
2317,telecommunication network topology__,networks_,technology,3,509,3706
2318,telecommunication networks__,networks_,technology,1,509,3706
2319,telecommunication power management__,telecommunication_,industries,5,912,3116
2320,telecommunication repeaters__,telecommunication_,industries,1,912,3116
2321,telecommunication scheduling__,telecommunication_,industries,6,912,3116
2322,telecommunication services__,telecommunication_,industries,5,912,3116
2323,telecommunication switching__,telecommunication_,industries,1,912,3116
2324,telecommunication traffic__,telecommunication_,industries,17,912,3116
2325,teleconferencing__,collaboration_,use cases,6,146,1287
2326,telecontrol__,human-computer interaction_,end users and user experience,7,998,1397
2327,telemedicine__,medical_,industries,19,725,3116
2328,telephone sets__,telecommunication_,industries,6,912,3116
2329,telerobotics__,robotics_,technology,29,398,3706
2331,television broadcasting__,users_,end users and user experience,3,83,1397
2332,television displays__,display technology_,displays,2,247,819
2333,television production__,video_,technology,1,142,3706
2330,television__,users_,end users and user experience,5,83,1397
2334,teleworking__,human resources_,business,1,78,806
2335,tellurium compounds__,chemical_,industries,1,152,3116
2336,temperature indicating cameras__,input_,technology,1,1224,3706
2337,temperature sensors__,sensors_,technology,2,235,3706
2338,tensile testing__,"inspection, safety and quality_",use cases,1,246,1287
2339,tensors__,computer vision_,technology,3,1005,3706
2340,terahertz waves__,telecommunication_,industries,1,912,3116
2341,termination of employment__,human resources_,business,1,78,806
2342,terrain mapping__,geospatial_,technology,3,179,3706
2343,testbeds__,developers_,technology,6,541,3706
2344,testing__,"inspection, safety and quality_",use cases,2,246,1287
2345,text analysis__,input_,technology,16,1224,3706
2346,text detection__,input_,technology,3,1224,3706
2347,text processing__,input_,technology,1,1224,3706
2348,textbooks__,education_,industries,3,627,3116
2349,textures__,input_,technology,30,1224,3706
2350,texturing__,graphics_,technology,1,950,3706
2351,thermal comfort__,human factors_,end users and user experience,1,441,1397
2352,thermal conductivity__,power and energy_,industries,1,134,3116
2353,thermal engineering__,engineering_,technology,1,229,3706
2354,thermal management__,logistics_,business,1,32,806
2355,thermocouples__,input_,technology,1,1224,3706
2356,thermography__,sensors_,technology,4,235,3706
2357,three dimensional computer graphics__,graphics_,technology,63,950,3706
2358,three dimensional printing__,manufacturing_,industries,13,564,3116
2359,three term control systems__,industrial equipment_,industries,2,98,3116
2360,three-dimensional displays__,display technology_,displays,31,247,819
2361,three-dimensional printing__,manufacturing_,industries,9,564,3116
2362,tile__,construction_,industries,1,112,3116
2363,time difference of arrival__,logistics_,business,1,32,806
2364,time division multiplexing__,telecommunication_,industries,2,912,3116
2365,time measurement__,sensors_,technology,2,235,3706
2366,time series__,data_,technology,2,654,3706
2367,time-domain analysis__,audio_,technology,1,73,3706
2368,time-of-arrival estimation__,navigation_,use cases,2,178,1287
2369,timing circuits__,engineering_,technology,7,229,3706
2371,tissue regeneration__,medical_,industries,1,725,3116
2370,tissue__,medical_,industries,3,725,3116
2372,toeplitz matrices__,engineering_,technology,1,229,3706
2373,tomography__,medical_,industries,2,725,3116
2374,tools__,manufacturing_,industries,3,564,3116
2375,topography__,geospatial_,technology,1,179,3706
2376,topology__,geospatial_,technology,3,179,3706
2377,total quality management__,"inspection, safety and quality_",use cases,1,246,1287
2379,touch screens__,input_,technology,29,1224,3706
2378,touch__,input_,technology,3,1224,3706
2380,tourism__,cultural heritage_,industries,4,122,3116
2381,town and country planning__,smart cities_,use cases,10,61,1287
2382,tracking__,computer vision_,technology,21,1005,3706
2383,traffic control__,transportation_,industries,1,131,3116
2384,traffic engineering computing__,transportation_,industries,25,131,3116
2385,traffic signs__,transportation_,industries,1,131,3116
2387,training aircraft__,aviation and aerospace_,industries,2,121,3116
2386,training__,training_,use cases,4,633,1287
2388,trajectories__,navigation_,use cases,3,178,1287
2389,trajectory control__,robotics_,technology,5,398,3706
2390,transceivers__,semiconductors_,technology,2,234,3706
2391,transcoding__,data_,technology,1,654,3706
2392,transcranial magnetic stimulation__,medical_,industries,1,725,3116
2393,transducers__,semiconductors_,technology,1,234,3706
2394,transfer functions__,engineering_,technology,5,229,3706
2395,transform coding__,data_,technology,1,654,3706
2396,transformer substations__,power and energy_,industries,1,134,3116
2397,transforms__,graphics_,technology,9,950,3706
2398,transient response__,audio_,technology,1,73,3706
2399,transmission control protocol__,networks_,technology,3,509,3706
2400,transmissions__,telecommunication_,industries,2,912,3116
2401,transmitters__,telecommunication_,industries,1,912,3116
2402,transparency__,graphics_,technology,4,950,3706
2403,transplantation__,medical_,industries,13,725,3116
2404,transport protocols__,networks_,technology,10,509,3706
2405,transportation__,transportation_,industries,6,131,3116
2406,travel industry__,transportation_,industries,38,131,3116
2407,trees__,artificial intelligence_,technology,5,771,3706
2408,triangulation__,input_,technology,1,1224,3706
2409,trucks__,automotive_,industries,1,149,3116
2410,trusted computing__,security_,technology,1,97,3706
2411,tsunamis__,geospatial_,technology,1,179,3706
2412,tumors__,medical_,industries,15,725,3116
2413,tunnels__,transportation_,industries,1,131,3116
2414,turbines__,power and energy_,industries,1,134,3116
2415,turning__,manufacturing_,industries,1,564,3116
2416,two phase flow__,simulation_,use cases,1,138,1287
2417,two term control systems__,robotics_,technology,1,398,3706
2418,ubiquitous computing__,human-computer interaction_,end users and user experience,56,998,1397
2419,uhf integrated circuits__,semiconductors_,technology,1,234,3706
2420,ultra wideband communication__,telecommunication_,industries,2,912,3116
2421,ultra-wideband__,telecommunication_,industries,2,912,3116
2422,ultrasonic applications__,sensors_,technology,4,235,3706
2423,ultrasonic arrays__,sensors_,technology,1,235,3706
2424,ultrasonic devices__,input_,technology,1,1224,3706
2425,ultrasonic imaging__,input_,technology,1,1224,3706
2426,ultrasonic measurement__,sensors_,technology,2,235,3706
2427,ultrasonic transducers__,power and energy_,industries,3,134,3116
2428,ultrasonics__,sensors_,technology,4,235,3706
2429,ultrasonography__,medical_,industries,1,725,3116
2430,ultraviolet lamps__,input_,technology,1,1224,3706
2431,uncertainty analysis__,navigation_,use cases,2,178,1287
2432,underwater acoustics__,audio_,technology,1,73,3706
2433,unemployment__,human resources_,business,1,78,806
2434,unmanned aerial vehicles__,automotive_,industries,9,149,3116
2435,unmanned vehicles__,automotive_,industries,1,149,3116
2436,unsupervised learning__,artificial intelligence_,technology,3,771,3706
2437,urban growth__,smart cities_,use cases,3,61,1287
2438,urban planning__,smart cities_,use cases,7,61,1287
2439,urban transportation__,transportation_,industries,2,131,3116
2440,urology__,medical_,industries,3,725,3116
2441,usability engineering__,human-computer interaction_,end users and user experience,4,998,1397
2442,user centered design__,developers_,technology,30,541,3706
2443,user experience__,human factors_,end users and user experience,57,441,1397
2444,user interfaces__,human-computer interaction_,end users and user experience,362,998,1397
2445,user manuals__,developers_,technology,2,541,3706
2446,user modelling__,developers_,technology,1,541,3706
2447,value engineering__,sales and marketing_,business,1,114,806
2448,valves__,industrial equipment_,industries,2,98,3116
2449,vapour phase epitaxial growth__,display technology_,displays,1,247,819
2450,vectors__,video_,technology,3,142,3706
2451,vegetation__,farming and natural science_,industries,1,107,3116
2452,vehicle routing__,automotive_,industries,1,149,3116
2453,vehicles__,automotive_,industries,13,149,3116
2454,vehicular ad hoc networks__,automotive_,industries,3,149,3116
2455,velocity measurement__,sensors_,technology,1,235,3706
2456,veterinary medicine__,farming and natural science_,industries,1,107,3116
2457,vibration measurement__,sensors_,technology,1,235,3706
2458,vibrations__,input_,technology,5,1224,3706
2459,video cameras__,video_,technology,7,142,3706
2460,video codecs__,video_,technology,1,142,3706
2461,video coding__,video_,technology,20,142,3706
2462,video communication__,video_,technology,6,142,3706
2463,video conferencing__,collaboration_,use cases,3,146,1287
2464,video on demand__,video_,technology,2,142,3706
2465,video recording__,video_,technology,11,142,3706
2466,video retrieval__,video_,technology,1,142,3706
2467,video signal processing__,semiconductors_,technology,90,234,3706
2468,video streaming__,video_,technology,52,142,3706
2469,video surveillance__,security_,technology,3,97,3706
2470,virtual addresses__,networks_,technology,4,509,3706
2471,virtual instrumentation__,human-computer interaction_,end users and user experience,3,998,1397
2472,virtual machines__,data_,technology,7,654,3706
2473,virtual manufacturing__,manufacturing_,industries,3,564,3116
2474,virtual private networks__,networks_,technology,1,509,3706
2475,virtual prototyping__,smart cities_,use cases,1,61,1287
2476,virtual reality languages__,developers_,technology,1,541,3706
2477,virtualization__,simulation_,use cases,17,138,1287
2478,viruses__,medical_,industries,1,725,3116
2479,visibility__,computer vision_,technology,2,1005,3706
2480,visible light communication__,input_,technology,7,1224,3706
2481,visible spectra__,optics_,displays,1,167,819
2483,vision aids__,medical_,industries,3,725,3116
2484,vision defects__,human factors_,end users and user experience,10,441,1397
2482,vision__,computer vision_,technology,19,1005,3706
2485,visual communication__,human-computer interaction_,end users and user experience,37,998,1397
2486,visual databases__,data_,technology,3,654,3706
2487,visual evoked potentials__,human-computer interaction_,end users and user experience,17,998,1397
2488,visual languages__,developers_,technology,5,541,3706
2489,visual perception__,input_,technology,31,1224,3706
2490,visual programming__,developers_,technology,6,541,3706
2491,visual servoing__,robotics_,technology,6,398,3706
2492,visualization__,data_,technology,74,654,3706
2493,vlsi circuits__,semiconductors_,technology,1,234,3706
2494,vocabulary__,web services_,technology,6,77,3706
2495,vocational training__,training_,use cases,3,633,1287
2496,voice activity detection__,input_,technology,1,1224,3706
2497,voice communication__,input_,technology,1,1224,3706
2498,volcanoes__,geospatial_,technology,1,179,3706
2499,volcanology__,geospatial_,technology,2,179,3706
2500,voltage dividers__,power and energy_,industries,1,134,3116
2501,voltage-controlled oscillators__,power and energy_,industries,1,134,3116
2502,volume measurement__,audio_,technology,1,73,3706
2503,volume rendering__,input_,technology,1,1224,3706
2504,vortices__,aviation and aerospace_,industries,1,121,3116
2505,walls__,construction_,industries,4,112,3116
2506,warehouse automation__,logistics_,business,4,32,806
2507,warehouses__,logistics_,business,2,32,806
2508,warehousing__,logistics_,business,3,32,806
2509,watches__,human-computer interaction_,end users and user experience,2,998,1397
2510,water levels__,"inspection, safety and quality_",use cases,1,246,1287
2511,water quality__,"inspection, safety and quality_",use cases,2,246,1287
2512,water resources__,policy_,business,1,273,806
2513,water supply__,utilities_,industries,1,4,3116
2514,water treatment__,utilities_,industries,1,4,3116
2515,watersheds__,farming and natural science_,industries,1,107,3116
2516,wave distortion__,audio_,technology,1,73,3706
2517,wave functions__,audio_,technology,1,73,3706
2518,waveform analysis__,data_,technology,2,654,3706
2519,waveguides__,optics_,displays,2,167,819
2520,wavelet transforms__,artificial intelligence_,technology,7,771,3706
2521,weapons__,government_,industries,4,31,3116
2523,wear of materials__,"inspection, safety and quality_",use cases,3,246,1287
2522,wear__,"inspection, safety and quality_",use cases,1,246,1287
2524,wearable computers__,wearables_,displays,100,492,819
2525,wearable robots__,wearables_,displays,3,492,819
2526,wearable sensors__,wearables_,displays,2,492,819
2527,wearable technology__,wearables_,displays,28,492,819
2528,web browsers__,web services_,technology,2,77,3706
2529,web design__,web services_,technology,1,77,3706
2530,web services__,web services_,technology,26,77,3706
2531,websites__,web services_,technology,22,77,3706
2532,welding__,manufacturing_,industries,1,564,3116
2533,welds__,manufacturing_,industries,1,564,3116
2534,well stimulation__,utilities_,industries,1,4,3116
2535,well testing__,utilities_,industries,1,4,3116
2536,wheelchairs__,medical_,industries,10,725,3116
2537,wheels__,automotive_,industries,2,149,3116
2538,white noise__,audio_,technology,1,73,3706
2539,wi-fi__,networks_,technology,4,509,3706
2540,wide area networks__,networks_,technology,4,509,3706
2541,wide band gap semiconductors__,semiconductors_,technology,1,234,3706
2542,wiener filters__,artificial intelligence_,technology,1,771,3706
2545,wind power plants__,power and energy_,industries,2,134,3116
2544,wind power__,power and energy_,industries,1,134,3116
2546,wind turbines__,power and energy_,industries,1,134,3116
2543,wind__,farming and natural science_,industries,1,107,3116
2547,windows__,construction_,industries,1,112,3116
2548,windshields__,automotive_,industries,4,149,3116
2549,wire pointing__,manufacturing_,industries,3,564,3116
2550,wireless channels__,networks_,technology,7,509,3706
2551,wireless lan__,networks_,technology,25,509,3706
2552,wireless mesh networks__,networks_,technology,1,509,3706
2553,wireless networks__,networks_,technology,11,509,3706
2554,wireless sensor networks__,networks_,technology,9,509,3706
2555,wood__,construction_,industries,2,112,3116
2556,workflow management software__,business planning and management_,business,1,172,806
2557,x rays__,medical_,industries,1,725,3116
2558,xml__,web services_,technology,2,77,3706
2559,zero gravity experiments__,simulation_,use cases,1,138,1287
2560,zoology__,farming and natural science_,industries,6,107,3116
